MW,AMW,Sv,Se,Sp,Si,Mv,Me,Mp,Mi,GD,nAT,nSK,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nAB,nH,nC,nN,nO,nS,nHM,nHet,H%,C%,N%,O%,nCsp3,nCsp2,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR05,nR06,nR10,nBnz,ARR,D/Dtr05,D/Dtr06,D/Dtr10,ZM1,ZM1V,ZM1Kup,ZM1Mad,ZM1Per,ZM1MulPer,ZM2,ZM2V,ZM2Kup,ZM2Mad,ZM2Per,ZM2MulPer,ON0,ON0V,ON1,ON1V,Qindex,BBI,DBI,SNar,HNar,GNar,Xt,Dz,Ram,BLI,Pol,LPRS,MSD,SPI,PJI2,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,ICR,SMTI,SMTIV,GMTI,GMTIV,Xu,CSI,Wap,S1K,S2K,S3K,PHI,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,TIE,Psi_i_s,Psi_i_A,Psi_i_0,Psi_i_1,Psi_i_t,Psi_i_0d,Psi_i_1d,Psi_e_A,Psi_e_0,Psi_e_1,Psi_e_0d,BAC,LOC,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW02,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TWC,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,smiles,density_Kg/m3
285.33,7.926,23.369,36.589,23.949,40.614,0.649,1.016,0.665,1.128,0.114,36,21,0,39,24,15,31.5,3,0.077,15,15,15,3,3,0,0,6,41.7,41.7,8.3,8.3,3,12,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.625,164.597,65.451,0.0,114,322,366.83,129.794,469.88,339.856,135,328,352.033,152.682,513.27,352.561,9.5,6.317,4.583,1.937,18,33,1.732,16.989,2.211,2.246,0.243,46.5,6,0.842,27,94.759,5.363,0.0,0.833,183,8.714,1.442,15.728,67,543,56,2.547,4506,7600,4893,13530,20.847,412,9454,12.912,5.536,2.562,3.404,0.574,0.342,0.191,0.084,0.841,2.188,13.193,19.545,44.167,2.103,14.855,12.176,0.001,-0.0,0.0,7.603,7.704,3.259,-0.0,0,0.0,3.219,4.745,5.602,6.472,7.343,8.217,9.092,9.969,10.845,11.723,3.892,5.198,3.434,6.683,5.587,8.25,7.506,9.864,3.219,3.526,3.829,4.094,4.159,4.304,4.407,4.5,4.564,4.564,3.481,4.039,4.611,5.16,5.246,5.663,5.939,6.236,6.473,6.564,12.261,6.98,9.353,1.34,2.373,3.803,3.104,14.071,10.399,9.109,8.069,6.89,4.575,0.67,0.433,0.276,0.179,0.117,0.073,11.359,6.739,4.955,3.57,2.455,1.41,0.541,0.281,0.15,0.079,0.042,0.022,14.071,10.399,9.109,8.069,6.89,4.575,66.952,3.523,N1CN(CN(C1)c1cocc1)c1occ(c1)c1cocc1,1291.5
377.54,10.487,27.733,36.069,30.006,38.916,0.77,1.002,0.833,1.081,0.097,36,25,0,40,29,26,42.0,3,0.075,26,11,19,3,0,3,3,6,30.6,52.8,8.3,0.0,0,19,5,6,27,25,1,1.0,0.08,1.08,4,0.8,3,2,1,2,0.897,160.756,110.405,94.347,140,410,369.517,213.012,609.92,434.307,170,444,417.423,235.604,693.44,473.028,11.167,6.767,5.417,2.068,23,41,2.0,20.572,2.239,2.277,0.22,51.5,8,1.065,38,117.028,5.13,0.0,1.0,199,7.96,1.091,17.91,74,898,70,2.419,6378,11290,7000,21300,23.557,452,22541,15.27,6.379,2.709,3.896,0.577,0.352,0.209,0.103,0.697,1.268,9.685,24.764,49.833,1.993,17.923,15.27,0.0,-0.0,-0.0,7.493,9.177,3.968,-0.0,0,0.0,3.401,4.949,5.832,6.73,7.631,8.538,9.446,10.357,11.269,12.182,4.078,5.407,3.434,6.932,5.587,8.556,7.506,10.238,3.401,3.738,4.094,4.431,4.615,4.812,5.004,5.153,5.247,5.236,3.761,4.434,5.137,5.823,6.312,6.831,7.369,7.867,8.312,8.601,12.696,7.696,12.402,1.612,4.706,3.984,3.269,16.64,12.399,10.951,9.945,8.928,6.581,0.666,0.428,0.267,0.169,0.108,0.066,15.367,10.299,8.154,6.67,5.185,3.228,0.615,0.355,0.199,0.113,0.062,0.032,17.7,13.761,12.675,12.022,11.078,7.986,89.472,3.739,n1csc(c1)c1cc2ccccc2c(c1)c1ccsc1c1scnn1,1334.2
318.42,7.581,27.289,41.912,28.603,47.481,0.65,0.998,0.681,1.13,0.098,42,24,0,45,27,18,36.0,3,0.067,18,18,18,6,0,0,0,6,42.9,42.9,14.3,0.0,3,15,4,4,24,24,0,1.0,0.0,1.0,4,1.0,0,4,0,0,0.667,0.0,279.869,0.0,126,312,331.246,136.186,460.68,329.144,148,331,343.042,159.352,512.18,352.456,11.0,7.3,5.361,2.332,18,36,1.732,19.068,2.182,2.213,0.229,51.0,6,0.875,37,112.577,5.493,0.0,1.0,222,9.25,1.354,18.0,78,792,78,2.669,6004,9625,6427,16196,23.152,491,14759,14.912,6.851,3.198,4.257,0.563,0.335,0.196,0.111,1.25,1.427,12.176,24.7,49.0,2.042,17.08,13.936,0.0,0.0,-0.0,7.542,8.807,3.682,0.0,0,0.0,3.332,4.844,5.694,6.558,7.426,8.3,9.174,10.052,10.929,11.809,4.007,5.293,0.0,6.804,0.0,8.407,0.0,10.057,3.332,3.611,3.912,4.19,4.443,4.419,4.585,4.663,4.727,4.736,3.611,4.151,4.716,5.27,5.815,5.888,6.33,6.658,6.978,7.232,12.346,7.297,10.421,1.428,3.124,3.936,3.229,16.192,11.916,10.095,8.808,7.611,6.479,0.675,0.441,0.28,0.18,0.117,0.077,13.131,7.878,5.615,4.086,2.907,2.026,0.547,0.292,0.156,0.083,0.045,0.024,16.192,11.916,10.095,8.808,7.611,6.479,74.486,3.689,n1ccc(cc1)C1NCNCN1c1cncc(c1)c1cccnc1,1235.9
442.74,8.855,34.059,49.345,38.216,54.829,0.681,0.987,0.764,1.097,0.085,50,28,0,54,32,17,40.5,3,0.056,17,22,22,2,0,4,4,6,44.0,44.0,4.0,0.0,8,14,5,6,30,28,1,1.0,0.071,1.071,4,0.8,0,5,1,2,0.531,0.0,418.233,130.37,154,402,340.732,246.238,580.16,420.608,186,394,365.435,285.623,623.88,417.407,12.75,8.817,6.139,2.958,24,45,2.449,22.534,2.196,2.236,0.211,57.0,8,1.293,49,138.88,6.2,0.0,0.857,289,10.321,1.584,24.827,104,1164,104,2.735,9324,14740,10232,25194,26.472,652,24422,19.176,8.513,3.846,5.83,0.576,0.352,0.2,0.113,1.176,1.769,11.901,36.634,51.417,1.836,20.987,18.51,0.0,0.0,0.0,7.336,10.4,4.498,0.0,0,0.0,3.497,5.043,5.922,6.815,7.712,8.615,9.52,10.428,11.337,12.248,4.174,5.501,0.0,7.064,0.0,8.727,0.0,10.44,3.497,3.829,4.174,4.454,4.736,4.812,5.004,5.094,5.215,5.313,3.726,4.29,4.883,5.439,5.999,6.19,6.583,6.908,7.256,7.298,12.763,7.78,10.685,1.373,2.905,4.094,3.375,18.813,13.85,12.118,11.045,9.492,8.135,0.672,0.433,0.269,0.173,0.112,0.072,18.757,13.79,12.134,12.071,10.912,9.708,0.67,0.431,0.27,0.189,0.128,0.086,20.228,15.685,14.314,14.149,12.974,11.729,102.405,4.016,C1CSC(CS1)C1(CSC(CS1)c1ccc2c(c1)cccc2)c1cnccn1,1268.28
310.42,10.014,23.239,31.218,24.807,33.707,0.75,1.007,0.8,1.087,0.114,31,21,0,34,24,21,34.5,3,0.088,21,10,16,2,1,2,2,5,32.3,51.6,6.5,3.2,0,16,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,1,0.875,178.074,65.451,0.0,114,344,328.747,165.997,506.4,364.347,135,361,348.184,180.793,561.41,385.614,9.5,5.733,4.583,1.726,18,33,1.732,16.989,2.211,2.246,0.243,44.0,6,1.017,27,95.775,5.723,0.0,1.0,198,9.429,1.687,17.85,72,538,58,2.701,4746,8418,5181,15817,21.103,447,9454,12.9,5.528,2.558,3.396,0.576,0.343,0.188,0.08,0.713,1.664,9.725,19.895,43.167,2.056,14.885,12.337,0.001,-0.0,0.0,7.556,7.695,3.272,-0.0,0,0.0,3.219,4.745,5.602,6.469,7.338,8.209,9.081,9.954,10.827,11.701,3.892,5.198,3.434,6.683,5.587,8.248,7.506,9.857,3.219,3.526,3.829,4.078,4.127,4.29,4.394,4.466,4.575,4.595,3.57,4.193,4.835,5.443,5.747,6.209,6.654,7.052,7.47,7.787,12.241,6.98,10.535,1.509,3.555,3.803,3.103,14.071,10.399,9.097,8.13,6.854,4.461,0.67,0.433,0.276,0.181,0.118,0.073,12.526,8.133,6.237,4.883,3.549,1.964,0.596,0.339,0.189,0.109,0.061,0.032,14.778,11.307,10.231,9.515,8.302,5.381,73.385,3.569,c1occ(c1)c1csc(n1)c1ccc(cc1)c1cncs1,1332.26
399.68,7.137,34.287,54.945,38.211,62.732,0.612,0.981,0.682,1.12,0.088,56,27,0,60,31,11,36.5,3,0.05,11,29,22,3,0,2,2,5,51.8,39.3,5.4,0.0,12,10,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,2,0.355,64.962,275.98,106.626,148,314,289.344,195.607,459.7,327.359,177,322,313.494,223.812,510.32,341.336,12.167,9.65,5.889,3.614,23,43,2.0,21.959,2.219,2.255,0.213,55.5,8,1.21,43,132.155,5.995,0.0,0.857,271,10.037,1.525,22.634,95,1113,97,2.745,8441,11737,9272,17567,25.632,612,33954,18.323,8.34,3.901,5.66,0.575,0.345,0.198,0.105,0.685,1.147,9.709,30.746,46.5,1.722,20.762,18.396,0.001,-0.0,-0.0,7.222,10.08,4.332,-0.0,0,0.0,3.466,5.004,5.872,6.753,7.637,8.525,9.415,10.307,11.199,12.094,4.143,5.46,2.398,6.987,4.443,8.609,6.293,10.281,3.466,3.784,4.111,4.407,4.654,4.754,4.956,5.1,5.236,5.308,3.624,4.151,4.736,5.321,5.903,6.242,6.68,7.056,7.423,7.489,12.62,7.977,10.343,1.297,2.365,4.059,3.341,18.054,13.382,11.721,10.495,9.146,7.451,0.669,0.432,0.273,0.175,0.113,0.072,17.534,12.504,10.427,9.035,7.48,5.618,0.649,0.403,0.242,0.151,0.092,0.054,18.761,14.336,12.802,11.827,10.514,8.77,91.484,3.974,C1CSC(CS1)c1ccc2c(c1)c(ccc2)N1CNCN(C1)C1CCCC1,1164.49
325.44,8.564,25.444,38.323,26.733,43.069,0.67,1.009,0.704,1.133,0.103,38,23,0,41,26,17,34.5,3,0.073,17,15,15,7,0,1,1,8,39.5,39.5,18.4,0.0,3,12,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.654,55.245,198.489,0.0,122,344,348.439,153.044,504.81,363.196,145,357,360.508,172.55,557.64,380.541,10.5,6.633,5.139,2.067,18,35,1.732,18.375,2.19,2.223,0.233,49.5,6,0.945,35,104.085,4.749,0.0,0.8,167,7.261,0.991,15.24,61,763,67,2.212,4902,8406,5213,14886,21.86,369,8941,14.486,6.565,2.897,4.135,0.562,0.339,0.206,0.114,1.311,1.558,16.361,24.507,48.0,2.087,16.267,13.302,0.0,-0.0,0.0,7.587,8.446,3.57,-0.0,0,0.0,3.296,4.812,5.673,6.553,7.438,8.331,9.226,10.124,11.023,11.925,3.97,5.263,2.398,6.774,4.443,8.388,6.293,10.058,3.296,3.584,3.912,4.234,4.466,4.522,4.673,4.745,4.745,4.654,3.57,4.131,4.753,5.378,5.88,6.184,6.642,6.998,7.269,7.458,12.446,7.015,9.849,1.404,2.834,3.894,3.191,15.485,11.433,9.677,8.519,7.558,6.12,0.673,0.44,0.276,0.174,0.111,0.071,13.047,8.189,5.752,4.237,3.178,2.046,0.567,0.315,0.164,0.086,0.047,0.024,15.838,11.933,10.175,9.033,8.143,6.452,76.867,3.519,N1CNC(NC1)c1ccnc(c1c1cnccn1)c1cscn1,1310.81
315.42,8.762,25.885,35.8,27.472,39.491,0.719,0.994,0.763,1.097,0.103,36,23,0,39,26,23,37.5,3,0.077,23,13,19,3,0,1,1,4,36.1,52.8,8.3,0.0,0,19,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.885,51.578,203.181,0.0,122,324,317.796,149.112,482.8,341.813,145,354,349.442,168.535,546.25,373.924,10.5,6.6,5.139,2.082,18,35,1.732,18.375,2.19,2.223,0.233,47.5,6,0.941,35,104.211,4.789,0.0,1.0,175,7.609,1.104,14.926,62,752,67,2.392,4928,8210,5241,14147,21.887,387,8941,13.927,6.194,2.694,3.751,0.562,0.339,0.206,0.114,0.714,1.642,9.208,23.239,46.833,2.036,16.311,13.36,0.0,-0.0,0.0,7.536,8.427,3.543,-0.0,0,0.0,3.296,4.812,5.673,6.553,7.438,8.331,9.226,10.124,11.023,11.925,3.97,5.263,2.398,6.774,4.443,8.388,6.293,10.058,3.296,3.584,3.912,4.234,4.466,4.522,4.673,4.727,4.727,4.654,3.651,4.259,4.91,5.558,6.105,6.411,6.926,7.331,7.691,7.98,12.446,7.015,10.478,1.494,3.463,3.893,3.19,15.485,11.433,9.677,8.519,7.558,6.12,0.673,0.44,0.276,0.174,0.111,0.071,13.072,8.16,5.958,4.501,3.382,2.156,0.568,0.314,0.17,0.092,0.05,0.025,15.838,11.887,10.26,9.169,8.248,6.574,74.545,3.523,n1ccc(cc1)c1nccc(c1c1cccs1)c1ccccn1,1190.34
330.48,9.18,24.61,36.298,26.375,40.491,0.684,1.008,0.733,1.125,0.108,36,22,0,39,25,16,33.0,3,0.077,16,14,14,6,0,2,2,8,38.9,38.9,16.7,0.0,3,11,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.64,116.651,130.202,0.0,118,350,334.967,174.251,515.49,370.235,140,367,357.797,189.487,574.93,391.972,10.0,6.383,4.861,1.972,18,34,1.732,17.682,2.2,2.234,0.238,47.0,6,1.039,31,98.917,4.89,0.0,0.8,162,7.364,1.091,16.182,61,672,58,2.244,4604,7975,4939,14288,21.264,361,7709,14.182,6.363,2.918,4.102,0.568,0.34,0.196,0.097,0.772,1.89,12.348,21.531,44.5,2.023,15.746,12.983,0.001,0.0,-0.0,7.523,8.088,3.417,0.0,0,0.0,3.258,4.779,5.638,6.512,7.39,8.273,9.159,10.047,10.936,11.827,3.932,5.231,3.045,6.73,5.13,8.322,6.986,9.969,3.258,3.555,3.871,4.159,4.317,4.454,4.625,4.71,4.745,4.654,3.526,4.094,4.71,5.311,5.677,6.108,6.57,6.934,7.262,7.461,12.356,6.908,9.369,1.356,2.462,3.849,3.148,14.778,10.916,9.388,8.323,7.195,5.23,0.672,0.437,0.276,0.177,0.114,0.071,13.324,8.654,6.603,5.011,3.654,2.102,0.606,0.346,0.194,0.107,0.058,0.028,15.485,11.824,10.555,9.67,8.513,5.941,77.515,3.511,C1NCN(CN1)c1nc(ccc1c1scnn1)c1cccs1,1351.02
404.65,8.61,32.829,46.065,36.557,50.912,0.698,0.98,0.778,1.083,0.088,47,27,1,51,31,22,42.0,2,0.039,22,20,24,0,0,3,3,3,42.6,51.1,0.0,0.0,4,20,5,7,30,26,2,0.963,0.154,1.154,3,0.6,0,5,2,4,0.71,0.0,313.798,207.425,152,354,307.818,209.376,525.61,373.365,187,380,357.905,242.688,600.08,400.702,12.583,8.367,5.861,2.814,25,45,2.55,21.553,2.146,2.222,0.215,54.0,9,1.141,51,128.765,5.17,6.366,0.833,231,8.556,1.202,18.889,79,1107,92,2.453,7418,11489,8053,19015,24.932,520,22215,17.546,7.124,2.968,4.63,0.583,0.364,0.216,0.124,1.286,1.61,9.803,32.534,50.306,1.863,19.993,17.561,0.0,-0.0,-0.0,7.363,9.994,4.347,-0.0,2,0.352,3.466,5.03,5.927,6.845,7.763,8.691,9.618,10.55,11.481,12.415,4.143,5.493,0.0,7.083,0.0,8.781,0.0,10.533,3.466,3.829,4.205,4.543,4.852,4.942,5.118,5.252,5.366,5.323,3.761,4.431,5.127,5.793,6.426,6.766,7.236,7.692,8.14,8.313,12.915,7.737,12.003,1.551,4.266,4.058,3.342,18.269,13.278,11.891,10.866,9.764,8.532,0.677,0.428,0.264,0.165,0.105,0.067,17.418,11.788,9.952,8.86,7.554,6.355,0.645,0.38,0.221,0.134,0.081,0.05,19.476,14.493,13.372,12.691,11.738,10.564,91.82,3.744,Sc1cccc2c1c(ccc2)C1(SCCSC1)c1ccc2c(c1)cccc2,1212.13
369.65,9.016,27.027,40.68,30.699,45.496,0.659,0.992,0.749,1.11,0.108,41,22,0,44,25,10,30.0,3,0.068,10,19,15,3,0,4,4,7,46.3,36.6,7.3,0.0,7,8,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.4,113.333,127.21,0.0,120,330,268.44,214.125,476.47,345.316,146,323,287.172,240.095,515.92,342.113,10.083,6.917,4.889,2.299,19,35,2.236,17.564,2.182,2.222,0.239,45.5,6,1.357,35,97.53,4.556,0.0,0.8,159,7.227,1.066,13.397,58,612,63,2.244,4302,7048,4563,11941,20.931,353,7047,15.756,7.011,3.004,5.021,0.569,0.356,0.217,0.112,1.124,1.039,9.697,25.097,39.917,1.814,16.554,14.468,0.002,0.0,-0.0,7.314,8.181,3.512,0.0,0,0.0,3.258,4.796,5.68,6.586,7.497,8.417,9.337,10.262,11.187,12.114,3.932,5.252,3.045,6.799,5.209,8.456,7.182,10.175,3.258,3.584,3.951,4.277,4.443,4.522,4.585,4.575,4.511,4.344,3.434,3.942,4.519,5.078,5.272,5.621,5.868,6.047,6.151,6.137,12.618,6.847,8.369,1.222,1.522,3.848,3.149,14.83,10.901,9.375,8.516,7.622,5.752,0.674,0.436,0.268,0.167,0.107,0.068,15.399,11.311,9.743,9.254,8.374,6.694,0.7,0.452,0.278,0.181,0.118,0.08,16.244,12.736,11.608,11.426,10.889,8.73,85.162,3.392,N1CNC(NC1)c1sccc1C1(CSCCS1)c1cccs1,1351.33
290.44,8.801,22.293,32.985,24.33,36.537,0.676,1.0,0.737,1.107,0.123,33,19,1,35,21,12,27.0,2,0.057,12,14,14,2,1,2,2,5,42.4,42.4,6.1,3.0,4,10,3,3,18,18,0,0.947,0.0,1.0,3,1.0,0,3,0,0,0.571,0.0,161.256,0.0,98,286,267.161,144.547,408.56,302.493,115,272,264.693,159.142,425.07,289.01,9.167,5.767,4.278,1.876,14,28,1.581,14.504,2.073,2.145,0.263,40.0,5,1.191,29,80.41,4.357,5.002,0.8,134,7.053,0.909,10.953,48,420,47,2.189,2968,5155,3047,8933,18.555,289,5089,12.98,5.953,2.784,4.067,0.564,0.34,0.199,0.112,1.58,3.943,12.88,24.584,40.167,2.114,13.697,11.425,0.002,-0.0,-0.0,7.614,7.019,2.963,-0.0,2,0.447,3.091,4.595,5.442,6.308,7.177,8.053,8.929,9.808,10.687,11.568,3.761,5.043,0.0,6.555,0.0,8.167,0.0,9.827,3.091,3.367,3.664,3.932,4.159,4.078,4.143,4.143,4.078,3.97,3.332,3.871,4.449,5.016,5.552,5.65,6.001,6.281,6.473,6.621,12.104,6.509,8.956,1.376,2.447,3.695,3.012,13.079,9.36,7.936,6.858,5.848,4.881,0.688,0.446,0.283,0.18,0.117,0.077,11.954,8.34,6.732,5.886,4.925,4.049,0.629,0.397,0.24,0.155,0.099,0.064,13.786,10.314,9.017,8.175,7.233,6.277,67.234,3.143,Oc1ncccc1c1ccncc1C1CSCCS1,1268.1
263.33,11.97,17.196,22.989,17.778,24.541,0.782,1.045,0.808,1.115,0.14,22,17,0,24,19,16,27.0,3,0.125,16,5,9,5,1,2,2,8,22.7,40.9,22.7,4.5,0,9,3,3,16,16,0,0.941,0.0,1.0,3,1.0,2,1,0,0,0.842,87.16,49.032,0.0,88,342,337.682,143.645,500.08,365.411,102,352,344.019,151.219,544.1,377.711,7.833,4.167,3.806,1.144,13,25,1.732,13.405,2.17,2.2,0.273,37.5,4,0.98,20,69.879,4.411,0.0,0.8,120,7.059,1.128,10.021,44,308,38,2.257,2407,4872,2511,9626,17.087,263,3587,10.66,4.798,2.291,3.008,0.561,0.328,0.189,0.086,1.259,2.02,14.811,14.763,38.833,2.284,11.532,8.945,0.001,-0.0,-0.0,7.784,6.184,2.566,-0.0,0,0.0,2.996,4.489,5.323,6.176,7.027,7.889,8.747,9.611,10.472,11.339,3.664,4.934,3.045,6.392,5.209,7.936,7.125,9.528,2.996,3.258,3.526,3.784,3.807,3.829,3.912,3.892,3.807,3.664,3.332,3.912,4.494,5.075,5.318,5.564,5.994,6.292,6.512,6.668,11.886,6.227,9.105,1.462,2.879,3.588,2.909,11.502,8.433,7.139,6.084,5.215,3.476,0.677,0.444,0.286,0.184,0.121,0.079,9.981,6.206,4.294,3.018,2.148,1.072,0.587,0.327,0.172,0.091,0.05,0.024,12.209,9.387,8.214,7.257,6.524,4.365,63.27,3.097,c1ncc(nc1)c1nsnc1Oc1nccs1,1466.09
319.51,9.682,23.26,32.953,25.767,36.331,0.705,0.999,0.781,1.101,0.121,33,20,0,36,23,15,30.5,3,0.083,15,13,14,3,0,3,3,6,39.4,42.4,9.1,0.0,5,9,4,4,20,20,0,1.0,0.0,1.0,4,1.0,4,0,0,0,0.652,213.322,0.0,0.0,112,324,283.517,185.012,477.26,343.79,137,340,313.423,204.163,532.64,363.861,9.083,6.017,4.361,2.103,19,33,2.236,16.178,2.202,2.245,0.249,41.5,6,1.209,28,86.492,4.595,0.0,0.8,145,7.25,1.15,13.0,54,460,50,2.271,3581,6229,3843,11144,19.484,327,5105,12.996,5.249,2.18,3.411,0.58,0.363,0.21,0.086,1.138,1.382,8.526,22.523,38.417,1.921,14.742,12.925,0.002,0.0,-0.0,7.421,7.394,3.208,0.0,0,0.0,3.178,4.727,5.617,6.524,7.433,8.348,9.265,10.184,11.103,12.024,3.85,5.187,3.714,6.718,5.9,8.349,7.867,10.041,3.178,3.526,3.892,4.19,4.205,4.407,4.443,4.443,4.394,4.174,3.45,4.039,4.66,5.248,5.396,5.894,6.217,6.5,6.741,6.815,12.532,6.619,8.836,1.335,2.217,3.753,3.06,13.416,9.884,8.736,8.055,7.079,4.358,0.671,0.43,0.265,0.168,0.109,0.066,13.231,9.268,7.729,6.848,5.608,3.338,0.662,0.403,0.234,0.143,0.086,0.051,14.477,11.246,10.438,10.178,9.329,5.879,74.381,3.307,n1csc(n1)C1(CCCC1)c1csc(c1)c1scnc1,1311.3
255.33,9.457,19.348,27.353,20.199,30.242,0.717,1.013,0.748,1.12,0.131,27,18,1,29,20,17,28.5,2,0.069,17,9,12,5,0,1,1,6,33.3,44.4,18.5,0.0,1,11,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.85,45.221,108.223,0.0,94,296,297.086,125.666,435.93,315.089,109,312,313.904,137.2,480.56,334.349,8.667,5.417,3.972,1.507,14,27,1.581,13.811,2.077,2.154,0.269,38.5,5,0.934,24,75.7,4.57,5.06,0.8,130,7.222,1.136,10.914,49,346,40,2.281,2765,5049,2865,9046,17.944,283,4185,11.062,4.672,2.32,2.871,0.571,0.331,0.183,0.093,0.926,1.544,11.429,17.369,39.167,2.176,12.448,9.836,0.001,0.0,0.0,7.676,6.561,2.713,0.0,2,0.463,3.045,4.554,5.389,6.248,7.099,7.962,8.819,9.684,10.543,11.408,3.714,5.004,2.398,6.491,4.443,8.065,6.293,9.684,3.045,3.332,3.584,3.829,3.97,3.97,4.06,4.078,4.078,3.97,3.384,3.994,4.594,5.189,5.651,5.901,6.342,6.701,7.039,7.27,11.956,6.373,9.41,1.477,3.037,3.641,2.961,12.372,8.826,7.763,6.465,5.461,4.045,0.687,0.441,0.288,0.185,0.121,0.078,10.425,6.223,4.553,3.12,2.105,1.204,0.579,0.311,0.169,0.089,0.047,0.023,12.726,9.281,8.346,7.147,6.106,4.39,59.817,3.131,Cc1nccc(c1)c1cncc(n1)c1nncs1,1279.31
338.52,8.257,27.83,40.433,30.603,44.786,0.679,0.986,0.746,1.092,0.103,41,23,0,44,26,17,34.5,3,0.068,17,18,20,0,1,2,2,3,43.9,48.8,0.0,2.4,4,16,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,2,0.654,63.625,206.869,0.0,122,308,285.456,166.767,448.85,322.424,144,313,304.449,186.64,487.46,330.285,10.5,7.25,5.111,2.451,18,35,1.732,18.375,2.19,2.223,0.233,47.0,6,1.159,34,107.05,5.619,0.0,1.0,215,9.348,1.493,18.643,76,718,71,2.719,5611,8868,6053,14822,22.527,479,12495,15.132,7.0,3.276,4.605,0.567,0.34,0.196,0.101,0.746,1.978,8.03,25.036,43.333,1.884,16.978,14.419,0.001,-0.0,0.0,7.384,8.504,3.596,-0.0,0,0.0,3.296,4.812,5.666,6.532,7.402,8.275,9.15,10.026,10.903,11.781,3.97,5.263,2.398,6.767,4.443,8.364,6.293,10.008,3.296,3.584,3.892,4.159,4.344,4.369,4.522,4.615,4.691,4.691,3.57,4.131,4.739,5.325,5.788,6.068,6.537,6.921,7.289,7.584,12.318,7.179,10.361,1.443,3.183,3.893,3.189,15.485,11.416,9.73,8.619,7.394,5.776,0.673,0.439,0.278,0.18,0.117,0.076,14.407,10.046,8.037,6.919,5.725,4.596,0.626,0.386,0.23,0.144,0.091,0.06,16.192,12.37,10.811,9.936,8.779,7.177,78.944,3.655,C1CSC(CS1)c1ccccc1c1ccc(cc1)c1ccco1,1193.12
357.56,9.409,26.786,37.836,29.529,41.746,0.705,0.996,0.777,1.099,0.103,38,23,0,41,26,17,34.5,3,0.073,17,15,17,3,0,3,3,6,39.5,44.7,7.9,0.0,4,13,4,4,23,23,0,1.0,0.0,1.0,4,1.0,1,3,0,0,0.654,62.186,223.736,0.0,122,354,313.517,191.225,511.16,372.633,143,349,329.88,209.778,544.4,371.648,10.5,6.767,5.083,2.162,18,35,1.732,18.375,2.19,2.223,0.233,47.5,6,1.203,33,108.367,6.022,0.0,0.857,233,10.13,1.701,20.019,83,701,77,2.794,5946,10144,6445,18338,22.803,521,12495,15.315,7.124,3.497,4.744,0.569,0.337,0.186,0.094,0.878,1.837,10.473,26.09,44.833,1.949,16.775,14.191,0.001,-0.0,0.0,7.449,8.488,3.598,-0.0,0,0.0,3.296,4.812,5.659,6.518,7.377,8.24,9.104,9.969,10.834,11.701,3.97,5.263,2.398,6.76,4.443,8.343,6.293,9.968,3.296,3.584,3.871,4.111,4.29,4.331,4.489,4.554,4.635,4.71,3.57,4.115,4.676,5.211,5.612,5.752,6.123,6.384,6.63,6.873,12.247,7.179,10.028,1.397,2.85,3.893,3.188,15.485,11.399,9.804,8.621,7.245,5.579,0.673,0.438,0.28,0.183,0.121,0.077,14.781,10.426,8.436,7.482,6.173,4.797,0.643,0.401,0.241,0.159,0.103,0.067,16.546,12.807,11.404,10.684,9.504,7.6,83.839,3.717,n1ccc(cc1)C1CSC(CS1)c1cccc(n1)c1cscn1,1303.49
